"用户信息_学段","用户信息_学科","课程信息_年级","教师行为_板书时长","教师行为_讲授时长","教师行为_巡视时长","教师行为_课件操作时长","教师行为_师生对话时长","教师行为_观察时长","学生行为_读写时长","学生行为_举手时长","学生行为_听讲时长","学生行为_生生互动时长","学生行为_应答时长","学生行为_上台展示时长","教学场景_知识讲解时长","教学场景_作业练习时长","教学场景_汇报展示时长","教学场景_小组学习时长","教学场景_师生对话时长","教学场景_知识讲解个数","教学场景_作业练习个数","教学场景_汇报展示个数","教学场景_小组学习个数","教学场景_师生对话个数","教学场景_知识讲解占比","教学场景_作业练习占比","教学场景_汇报展示占比","教学场景_小组学习占比","教学场景_师生对话占比","参与度_总参与度","参与度_知识讲解","参与度_作业练习","参与度_汇报展示","参与度_小组学习","参与度_师生对话","一致性_总一致性","一致性_知识讲解","一致性_作业练习","一致性_汇报展示","一致性_小组学习","一致性_师生对话","抬头率_总抬头率","抬头率_知识讲解","抬头率_作业练习","抬头率_汇报展示","抬头率_小组学习","抬头率_师生对话","活跃度_总活跃度","活跃度_知识讲解","活跃度_作业练习","活跃度_汇报展示","活跃度_小组学习","活跃度_师生对话","知识讲解场景_话语讲授时长","知识讲解场景_板书时长","知识讲解场景_课件操作时长","知识讲解场景_互动时长","知识讲解场景_停顿时长","知识讲解场景_话语讲授占比","知识讲解场景_板书占比","知识讲解场景_课件操作占比","知识讲解场景_互动占比","知识讲解场景_停顿占比","知识讲解场景_平均语速分钟个数","知识讲解场景_最低语速分钟个数","知识讲解场景_最高语速分钟个数","知识讲解场景_口头禅个数","知识讲解场景_口头禅总次数","知识讲解场景_巡视时长(分钟)","知识讲解场景_巡视次数","知识讲解场景_巡视位置是否均衡","师生对话场景_老师话语时长","师生对话场景_学生直接应答时长","师生对话场景_学生站立应答时长","师生对话场景_齐答时长","师生对话场景_沉寂混乱时长","师生对话场景_老师话语占比","师生对话场景_学生直接应答占比","师生对话场景_学生站立应答占比","师生对话场景_齐答占比","师生对话场景_沉寂混乱占比","全课堂_师生对话次数","全课堂_短应答次数","全课堂_长应答次数","全课堂_齐答次数","全课堂_声音过低次数","全课堂_短应答占比","全课堂_长应答占比","全课堂_齐答占比","全课堂_声音过低占比","全课堂_应答时长<1秒次数","全课堂_应答时长1-2秒次数","全课堂_应答时长2-3秒次数","全课堂_应答时长3-4秒次数","全课堂_应答时长>4秒次数","全课堂_举手次数","全课堂_举手人次","全课堂_1人举手次数","全课堂_2-3人举手次数","全课堂_4-6人举手次数","全课堂_7-10人举手次数","全课堂_>10人举手次数","全课堂_站立应答次数","全课堂_站立应答分布是否均衡","课堂问题_总个数","课堂问题_是何问题个数","课堂问题_为何问题个数","课堂问题_如何问题个数","课堂问题_若何问题个数","课堂问题_其他问题个数","课堂问题_是何问题占比","课堂问题_为何问题占比","课堂问题_如何问题占比","课堂问题_若何问题占比","课堂问题_其他问题占比","ST分析_是否有长达2以上的学生主导时间","ST分析_是否有长达1以上的老师主导时间","ST分析_Rt值是否在0.35~0.6之间","ST分析_Ch值是否在0.3~0.5之间","ST分析_教师占有率","ST分析_学生占有率","ST分析_师生行为转换率"
"初中","数学","初三",408,828,640,40,980,0,141,4,1977,153,287,0,1183,195,0,153,980,26,8,0,7,28,46.9,7.7,0,6.1,38.9,68.9,67.7,63.5,0,85.9,68.6,50.9,51.1,55.0,0,47.5,50.4,62.9,60.8,63.2,0,68.5,64.5,24.1,23.5,21.7,0,37.8,23.2,745,152,40,147,317,53.8,12.8,3.4,12.4,26.8,272,167,507,3,61,10,31,1,149,276,11,0,544,15.2,28.2,1.1,0.0,55.5,7,0,4,1,2,0.0,57.1,14.3,28.6,0,0,1,0,3,1,0,1,0,0,0,0,3,0,133,25,10,6,0,92,19,8,5,0,69,0,0,1,0,0.55,0.45,0.27
"初中","英语","初一",320,1100,752,0,248,0,36,64,2366,44,72,0,1278,941,0,44,248,19,16,0,2,13,50.7,37.3,0,1.7,9.8,68.3,66.9,69.0,0,93.8,68.4,58.5,57.4,60.6,0,53.1,57.2,54.6,61.3,44.2,0,76.1,55.6,30.6,25.7,37.9,0,45.2,25.5,1066,253,0,52,345,66.3,19.8,0.0,4.1,27.0,285,184,460,1,34,12,25,0,57,54,18,0,119,23.0,21.8,7.3,0.0,48.0,6,2,2,0,2,33.3,33.3,0.0,33.3,0,2,0,0,2,2,0,0,1,1,0,0,5,0,52,21,0,5,1,25,40,0,10,2,48,0,0,1,0,0.5,0.5,0.18
"初中","数学","初二",219,632,664,116,584,0,50,57,2168,182,162,0,850,899,0,182,584,31,7,0,10,26,33.7,35.7,0,7.2,23.2,72.8,70.5,73.1,0,90.0,70.4,59.3,54.9,66.0,0,58.9,55.6,71.1,85.0,44.1,0,97.0,84.4,27.3,24.0,35.8,0,17.3,21.9,540,67,116,102,207,52.8,7.9,13.6,12.0,24.4,262,141,453,3,60,11,14,0,163,151,8,3,259,27.9,25.9,1.4,0.5,44.3,14,6,4,3,1,42.9,28.6,21.4,7.1,1,5,0,0,4,1,0,1,0,0,0,0,5,0,77,24,3,5,2,43,31,4,7,3,56,1,0,1,0,0.43,0.57,0.25
"初中","数学","初一",308,1536,1408,0,340,0,54,16,2138,257,77,0,1663,259,0,257,340,25,7,0,6,18,66.0,10.3,0,10.2,13.5,71.2,68.4,68.1,0,95.1,69.0,56.8,57.5,61.7,0,48.9,55.9,53.9,56.1,39.5,0,43.1,62.3,28.8,24.3,27.6,0,64.1,25.1,1511,202,0,27,277,80.2,12.1,0.0,1.6,16.7,284,136,542,3,72,23,10,0,96,57,19,1,167,28.2,16.8,5.6,0.3,49.1,12,6,5,1,0,50.0,41.7,8.3,0.0,1,5,4,1,0,5,0,5,0,0,0,0,4,0,68,16,0,10,2,40,24,0,15,3,59,0,0,0,0,0.65,0.35,0.16
"初中","数学","初二",372,1228,1032,102,397,0,25,8,2402,71,64,0,1520,538,0,71,397,34,14,0,6,23,60.3,21.3,0,2.8,15.8,74.6,71.8,81.1,0,90.9,73.8,64.1,61.8,71.4,0,65.4,62.5,59.0,65.8,26.1,0,79.3,73.5,26.3,23.3,38.5,0,21.5,22.1,1119,178,102,134,329,62.4,11.7,6.7,8.8,21.6,299,145,542,3,60,17,20,0,147,49,15,0,186,37.0,12.3,3.8,0.0,46.9,15,6,2,0,7,40.0,13.3,0.0,46.7,1,5,0,1,1,4,0,4,0,0,0,0,12,1,129,60,0,13,2,54,47,0,10,2,42,0,0,0,0,0.64,0.36,0.25
"初中","英语","初一",88,1380,2028,0,299,0,36,0,2364,73,69,0,1678,476,0,73,299,22,7,0,3,20,66.6,18.9,0,2.9,11.9,68.9,66.1,75.8,0,93.3,67.7,58.8,56.8,65.9,0,61.6,58.4,52.6,56.3,30.4,0,93.9,56.7,29.5,26.1,42.9,0,27.1,28.1,1363,54,0,114,221,79.0,3.2,0.0,6.8,13.2,387,128,1052,3,31,33,15,0,125,67,0,2,105,41.8,22.4,0.0,0.7,35.1,8,5,3,0,0,62.5,37.5,0.0,0.0,1,4,0,2,1,1,0,1,0,0,0,0,1,0,144,35,3,5,0,101,24,2,4,0,70,0,0,0,0,0.64,0.36,0.21
"初中","数学","初二",655,1323,508,0,359,0,46,39,2299,105,73,0,1496,555,0,105,359,26,3,0,7,20,59.4,22.0,0,4.2,14.2,84.1,88.1,70.4,0,94.1,85.5,67.9,70.6,60.8,0,66.7,68.2,93.4,99.5,73.5,0,100.0,96.5,15.8,13.5,21.0,0,15.6,17.5,1281,310,0,63,378,67.7,20.7,0.0,4.2,25.3,215,98,500,3,21,8,27,0,113,49,10,14,173,31.5,13.6,2.8,3.9,48.2,11,3,5,2,1,27.3,45.5,18.2,9.1,2,1,1,3,1,2,0,2,0,0,0,0,4,0,65,20,2,8,1,34,31,3,12,2,52,0,0,0,0,0.62,0.38,0.21
"初中","语文","初二",212,1155,856,0,282,0,27,16,2031,434,36,0,1400,395,0,434,282,24,12,0,12,20,55.6,15.7,0,17.2,11.2,71.3,69.4,54.1,0,92.1,72.8,58.0,58.8,55.1,0,58.3,57.8,75.9,70.2,76.4,0,89.4,82.5,25.6,25.9,30.0,0,22.2,23.5,1138,140,0,58,310,72.5,10.0,0.0,4.1,22.1,246,100,485,3,87,14,22,0,85,24,11,1,161,30.1,8.5,3.9,0.4,57.1,13,3,1,0,9,23.1,7.7,0.0,69.2,1,2,1,0,0,2,0,2,0,0,0,0,10,0,103,44,3,0,0,56,43,3,0,0,54,0,0,1,0,0.56,0.44,0.25
"初中","语文","初一",104,940,1132,115,529,0,72,132,1452,913,69,0,1068,4,0,913,529,28,1,0,21,21,42.4,0.2,0,36.2,21.0,86.1,79.7,67.4,0,95.3,83.0,60.0,62.7,43.5,0,56.5,60.7,78.9,86.1,66.7,0,73.0,74.9,30.7,19.8,20.9,0,41.1,34.7,882,55,115,21,219,72.1,5.2,10.8,2.0,20.5,258,69,457,3,66,18,21,1,31,39,20,10,429,5.9,7.4,3.8,1.9,81.1,7,1,2,1,3,14.3,28.6,14.3,42.9,0,1,1,0,1,1,0,1,0,0,0,0,5,0,41,15,2,1,1,22,37,5,2,2,54,0,0,1,0,0.48,0.52,0.19
"初中","数学","初三",307,1545,1352,179,474,0,64,7,2104,280,112,0,1683,109,0,280,474,18,5,0,8,20,66.8,4.3,0,11.1,18.8,72.1,69.6,63.7,0,94.4,69.8,50.0,50.6,48.2,0,45.5,51.2,54.6,54.7,59.8,0,41.6,60.4,25.6,22.4,23.5,0,48.1,24.1,1518,200,179,24,466,69.3,11.9,10.6,1.4,27.7,285,100,585,3,82,22,40,0,102,91,18,3,260,21.5,19.2,3.8,0.6,54.9,11,5,2,0,4,45.5,18.2,0.0,36.4,1,4,1,0,1,2,0,2,0,0,0,0,7,1,106,41,2,6,3,54,39,2,6,3,51,0,0,0,0,0.67,0.33,0.16
"初中","语文","初一",4,941,1908,47,58,0,9,36,2362,134,7,0,1127,1193,0,134,58,11,9,0,4,5,44.7,47.3,0,5.3,2.3,76.1,67.5,82.4,0,95.2,69.5,66.1,57.7,76.9,0,43.7,57.4,32.9,38.9,27.6,0,27.4,41.0,28.9,27.6,23.2,0,84.0,41.3,927,0,47,24,195,79.3,0.0,4.2,2.1,17.3,295,145,523,2,21,31,10,0,6,5,2,0,45,10.3,8.6,3.4,0.0,77.6,1,0,0,0,1,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,40,4,2,0,37,48,5,2,0,45,1,0,1,0,0.39,0.61,0.13
"初中","语文","初一",228,1164,1724,80,349,0,15,9,2287,200,42,0,1434,535,0,200,349,30,18,0,4,24,56.9,21.2,0,7.9,13.8,71.1,68.6,70.8,0,95.5,67.9,54.5,53.0,62.5,0,45.5,53.9,62.5,67.1,56.9,0,35.5,67.2,30.2,27.8,25.5,0,64.8,27.5,1108,79,80,75,298,70.1,5.5,5.6,5.2,20.8,253,138,475,3,68,28,15,0,122,39,3,0,185,35.0,11.2,0.9,0.0,53.0,7,3,0,0,4,42.9,0.0,0.0,57.1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,125,61,5,3,0,56,49,4,2,0,45,0,0,0,0,0.6,0.4,0.26
"初中","英语","初三",72,705,1700,69,286,0,45,0,2245,98,131,0,819,1311,0,98,286,15,14,0,3,10,32.5,52.0,0,3.9,11.3,76.3,67.2,82.1,0,96.4,68.6,70.6,65.5,75.9,0,49.3,68.3,25.5,29.9,24.1,0,33.4,16.4,28.5,26.2,25.7,0,60.5,36.9,657,23,69,28,130,74.8,2.8,8.4,3.4,15.9,340,122,1214,2,21,28,18,0,30,108,21,2,125,10.5,37.8,7.3,0.7,43.7,4,0,1,0,3,0.0,25.0,0.0,75.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,46,13,7,0,0,26,28,15,0,0,57,1,0,1,0,0.36,0.64,0.16
"初中","数学","初三",0,750,0,49,221,0,1194,0,0,1312,26,0,982,0,0,1312,221,38,0,0,32,15,39.0,0.0,0,52.1,8.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,721,0,49,82,170,71.4,0.0,5.0,8.3,17.3,228,141,476,3,33,0,0,0,111,26,0,0,84,50.2,11.8,0.0,0.0,38.0,4,4,0,0,0,100.0,0.0,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,53,24,1,3,0,25,45,2,6,0,47,0,0,1,1,0.44,0.56,0.32
"初中","数学","初二",428,1541,184,191,396,0,34,12,2370,77,78,0,1896,159,0,77,396,26,6,0,5,22,75.2,6.3,0,3.1,15.7,75.0,74.9,66.1,0,91.8,76.0,60.4,60.1,62.9,0,60.0,60.7,93.0,95.1,61.2,0,93.8,95.3,21.8,21.1,27.8,0,30.7,20.8,1365,277,191,175,470,56.6,14.6,10.1,9.2,24.8,309,161,613,3,132,3,12,0,119,78,0,0,199,30.1,19.7,0.0,0.0,50.3,6,2,4,0,0,33.3,66.7,0.0,0.0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,171,61,4,13,1,92,36,2,8,1,54,0,0,0,0,0.77,0.23,0.24
"初中","数学","初四",280,995,1692,0,368,0,15,0,2466,9,54,0,1303,828,0,9,368,24,26,0,1,23,51.7,32.9,0,0.4,14.6,70.2,66.8,76.3,0,81.1,68.4,68.4,68.7,67.6,0,46.7,69.9,24.7,22.2,30.5,0,52.4,19.8,23.5,21.5,28.3,0,23.8,19.5,934,160,0,120,287,64.1,12.3,0.0,9.2,22.0,266,179,401,3,75,28,12,0,155,42,12,0,159,42.1,11.4,3.3,0.0,43.2,10,3,2,0,5,30.0,20.0,0.0,50.0,2,1,0,1,1,0,0,0,0,0,0,0,9,0,187,79,4,11,2,91,42,2,6,1,49,0,0,1,0,0.59,0.41,0.36
"初中","语文","初四",44,1273,1444,73,371,0,28,0,2403,42,54,0,1597,504,0,42,371,28,17,0,2,20,63.4,20.0,0,1.7,14.7,69.7,67.3,77.1,0,91.8,67.1,59.2,57.9,69.0,0,39.8,53.6,45.7,47.5,34.2,0,34.9,54.5,22.9,19.7,27.4,0,77.6,24.2,1209,14,73,118,229,74.3,0.9,4.6,7.4,14.3,274,142,457,3,100,24,22,1,109,37,13,4,208,29.4,10.0,3.5,1.1,56.1,6,1,4,0,1,16.7,66.7,0.0,16.7,0,1,2,1,1,0,0,0,0,0,0,0,5,1,100,53,4,9,0,34,53,4,9,0,34,0,0,0,0,0.67,0.33,0.29
"初中","数学","初四",0,745,1044,55,390,0,27,0,2346,131,56,0,1004,1009,0,131,390,24,8,0,6,21,39.8,40.0,0,5.2,15.5,74.1,69.3,78.6,0,90.8,69.2,60.9,54.0,71.1,0,52.4,55.7,53.0,71.4,28.2,0,74.8,62.3,20.8,17.9,25.1,0,15.3,19.0,714,0,55,86,197,68.7,0.0,5.5,8.6,19.6,255,159,466,3,107,17,31,0,136,51,4,1,198,34.9,13.1,1.0,0.3,50.8,2,0,1,0,1,0.0,50.0,0.0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25,9,1,0,0,15,36,4,0,0,60,1,0,1,0,0.45,0.55,0.21
"初中","数学","初四",7,693,564,0,675,0,87,16,2212,79,163,0,886,871,0,79,675,16,16,0,5,24,35.2,34.6,0,3.1,26.8,72.8,71.5,76.6,0,92.1,67.2,65.7,62.0,68.0,0,70.2,67.2,61.0,82.3,44.4,0,100.0,50.1,24.4,18.8,31.5,0,16.2,23.5,693,0,0,72,121,78.2,0.0,0.0,8.1,13.7,332,176,772,3,138,9,16,0,212,154,0,9,300,31.4,22.8,0.0,1.3,44.4,14,8,5,1,0,57.1,35.7,7.1,0.0,2,6,2,1,2,1,0,1,0,0,0,0,0,0,107,31,1,3,1,71,29,1,3,1,66,0,0,1,0,0.44,0.56,0.24
"初中","英语","初二",423,0,460,0,861,0,25,40,1680,780,37,0,0,874,0,780,861,0,7,0,6,11,0.0,34.7,0,31.0,34.2,74.4,0.0,64.2,0,92.2,68.7,56.9,0.0,58.0,0,55.1,57.3,58.1,0.0,63.4,0,57.0,53.8,33.5,0.0,31.7,0,40.3,29.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,359,98,985,3,91,7,31,1,577,27,4,6,247,67.0,3.1,0.5,0.7,28.7,11,3,0,0,8,27.3,0.0,0.0,72.7,0,3,0,0,0,4,0,3,1,0,0,0,10,1,106,35,22,1,0,48,33,21,1,0,45,1,0,1,0,0.51,0.49,0.14
"初中","语文","初二",119,39,192,0,521,0,17,95,2270,200,74,0,64,1726,0,200,521,1,8,0,4,9,2.5,68.5,0,7.9,20.7,71.3,62.8,70.5,0,88.5,68.1,56.0,47.3,59.4,0,49.6,48.3,76.6,71.4,78.8,0,63.5,75.3,24.8,28.5,22.6,0,46.4,23.3,39,0,0,5,20,60.9,0.0,0.0,7.8,31.2,215,79,369,2,97,3,7,0,368,68,2,4,79,70.6,13.1,0.4,0.8,15.2,5,1,1,1,2,20.0,20.0,20.0,40.0,0,1,1,0,0,1,0,1,0,0,0,0,2,1,57,19,2,0,0,36,33,4,0,0,63,0,0,1,0,0.54,0.46,0.16
"初中","英语","初三",56,0,692,0,455,0,14,20,2474,0,36,0,0,2056,0,0,455,0,9,0,0,9,0.0,81.6,0,0.0,18.1,69.7,0.0,70.6,0,0.0,65.8,69.1,0.0,70.4,0,0.0,63.1,34.5,0.0,34.7,0,0.0,33.7,26.1,0.0,25.9,0,0.0,26.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,444,182,964,3,32,11,29,0,283,26,5,5,136,62.2,5.7,1.1,1.1,29.9,9,1,0,3,5,11.1,0.0,33.3,55.6,0,1,0,0,0,1,0,0,1,0,0,0,6,0,49,12,3,5,0,29,25,6,10,0,59,0,0,1,0,0.56,0.44,0.25
"初中","数学","初一",0,0,924,0,22,0,4,16,2245,262,3,0,0,2231,0,262,22,0,3,0,2,2,0.0,88.5,0,10.4,0.9,74.8,0.0,73.1,0,88.4,78.4,63.5,0.0,65.2,0,48.9,67.0,34.0,0.0,32.9,0,44.7,22.9,34.9,0.0,32.7,0,52.4,50.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,314,195,552,3,58,15,33,1,10,0,1,2,9,45.5,0.0,4.5,9.1,40.9,3,0,0,1,2,0.0,0.0,33.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,10,0,0,0,37,21,0,0,0,79,1,1,1,0,0.37,0.63,0.08
"初中","英语","初三",16,0,1280,0,326,0,16,39,2026,448,32,0,0,1738,0,448,326,0,9,0,2,10,0.0,69.0,0,17.8,12.9,72.7,0.0,67.9,0,95.0,67.7,64.1,0.0,63.3,0,72.1,57.2,34.0,0.0,37.2,0,17.3,40.0,30.0,0.0,32.2,0,23.5,27.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,392,106,1187,3,40,21,27,0,153,24,3,5,141,46.9,7.4,0.9,1.5,43.3,6,2,1,0,3,33.3,16.7,0.0,50.0,0,2,1,0,0,1,0,1,0,0,0,0,4,0,73,19,4,4,1,45,26,6,6,1,62,1,0,1,0,0.45,0.55,0.21
"初中","数学","初四",127,7,556,7,1841,0,171,36,1649,435,391,0,11,227,0,435,1841,1,3,0,11,13,0.4,9.0,0,17.3,73.1,74.0,76.3,74.4,0,82.2,72.0,54.6,50.5,60.0,0,53.9,54.1,72.9,86.4,55.9,0,72.3,75.0,26.0,3.8,22.5,0,36.2,24.2,2,0,7,3,-1,0.0,0.0,63.6,27.3,-9.1,282,132,583,3,120,9,20,1,923,327,45,19,527,50.1,17.8,2.4,1.0,28.6,54,22,15,10,7,40.7,27.8,18.5,13.0,5,17,7,5,3,10,0,8,2,0,0,0,21,1,110,29,9,8,1,63,26,8,7,1,57,0,0,0,0,0.63,0.37,0.34
"初中","英语","初二",248,0,404,0,1272,0,33,36,2434,0,62,0,0,1242,0,0,1272,0,7,0,0,6,0.0,49.3,0,0.0,50.5,68.5,0.0,69.6,0,0.0,67.4,59.4,0.0,60.0,0,0.0,58.9,58.4,0.0,64.3,0,0.0,52.7,28.4,0.0,27.9,0,0.0,28.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,436,120,1253,2,103,6,21,0,1011,46,14,2,199,79.5,3.6,1.1,0.2,15.6,13,4,2,1,6,30.8,15.4,7.7,46.2,2,2,0,0,2,4,0,3,0,1,0,0,10,0,127,44,2,1,2,78,35,2,1,2,61,0,0,0,0,0.72,0.28,0.23
"初中","英语","初四",5,166,212,0,32,0,3,0,2492,18,3,0,216,2252,0,18,32,1,2,0,1,2,8.6,89.4,0,0.7,1.3,87.3,65.3,89.7,0,81.7,70.5,80.9,65.0,83.2,0,31.7,58.5,23.1,25.7,23.1,0,5.9,19.0,22.8,26.4,21.3,0,98.2,57.9,165,5,0,21,25,74.5,2.3,0.0,9.7,11.6,401,206,1500,2,20,3,15,0,13,1,1,1,16,40.6,3.1,3.1,3.1,50.0,1,0,0,0,1,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,7,1,2,0,14,29,4,8,0,58,1,0,0,0,0.14,0.86,0.06
"初中","英语","初二",16,0,436,0,177,0,10,44,2397,86,15,0,0,2247,0,86,177,0,7,0,1,6,0.0,89.2,0,3.4,7.0,75.1,0.0,75.2,0,88.2,68.7,70.1,0.0,70.6,0,67.7,64.6,46.5,0.0,46.2,0,45.5,50.9,30.2,0.0,30.0,0,28.2,33.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,705,189,1159,2,11,7,23,0,91,7,0,8,71,51.4,4.0,0.0,4.5,40.1,1,0,0,1,0,0.0,0.0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,67,0,0,0,33,1,0,0,0,0.16,0.84,0.08
"初中","数学","初四",382,0,52,0,1676,0,29,8,2453,0,115,0,0,839,0,0,1676,0,12,0,0,11,0.0,33.3,0,0.0,66.5,72.5,0.0,80.1,0,0.0,68.7,59.3,0.0,70.7,0,0.0,53.7,51.0,0.0,31.5,0,0.0,60.7,23.8,0.0,28.2,0,0.0,21.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,295,164,537,3,48,0,6,1,1087,95,19,1,474,64.9,5.7,1.1,0.1,28.3,12,5,2,2,3,41.7,16.7,16.7,25.0,0,5,1,0,1,1,0,0,1,0,0,0,5,1,115,38,2,2,1,72,33,2,2,1,63,0,0,0,0,0.66,0.34,0.2
"初中","英语","初四",356,0,188,0,1043,0,65,4,2091,272,114,0,0,1203,0,272,1043,0,12,0,5,16,0.0,47.7,0,10.8,41.4,66.2,0.0,64.0,0,74.5,66.5,52.3,0.0,53.2,0,51.7,51.4,55.0,0.0,56.8,0,58.2,52.1,28.0,0.0,27.8,0,29.1,27.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,397,120,1193,3,76,3,17,0,575,96,13,5,354,55.1,9.2,1.2,0.5,33.9,12,6,4,2,0,50.0,33.3,16.7,0.0,1,5,1,1,2,2,0,2,0,0,0,0,3,0,90,23,6,2,0,59,26,7,2,0,66,0,0,1,0,0.54,0.46,0.2
"初中","数学","初四",340,0,24,0,1211,0,37,24,2428,0,104,0,0,1304,0,0,1211,0,7,0,0,7,0.0,51.7,0,0.0,48.1,75.3,0.0,81.8,0,0.0,68.2,65.0,0.0,73.8,0,0.0,55.5,50.1,0.0,35.7,0,0.0,65.7,21.8,0.0,22.1,0,0.0,21.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,288,134,596,3,56,0,3,0,724,94,7,3,383,59.8,7.8,0.6,0.2,31.6,8,4,2,1,1,50.0,25.0,12.5,12.5,0,4,1,1,0,2,0,2,0,0,0,0,2,0,74,28,3,2,0,41,38,4,3,0,55,1,0,1,0,0.48,0.52,0.17
"初中","英语","初四",85,0,340,0,1622,0,206,15,1257,294,822,0,0,598,0,294,1622,0,7,0,8,14,0.0,23.7,0,11.7,64.4,77.6,0.0,78.2,0,91.0,74.9,70.9,0.0,74.5,0,71.8,69.5,60.4,0.0,39.1,0,88.9,63.1,23.8,0.0,22.2,0,19.4,25.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,632,179,1027,3,50,5,11,0,330,782,20,20,470,20.3,48.2,1.2,1.2,29.0,21,1,14,6,0,4.8,66.7,28.6,0.0,0,1,2,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100,1,0,0,0,0.26,0.74,0.25
"初中","语文","初一",88,26,500,0,1381,0,35,24,2125,319,80,0,35,776,0,319,1381,1,5,0,5,8,1.4,30.8,0,12.7,54.8,72.8,55.0,74.9,0,79.4,70.5,57.9,44.9,63.9,0,57.7,54.9,46.1,54.6,43.4,0,57.1,44.9,29.7,26.2,26.6,0,36.6,30.0,26,0,0,1,8,74.3,0.0,0.0,2.9,22.9,280,140,513,2,53,8,32,0,979,47,33,0,322,70.9,3.4,2.4,0.0,23.3,42,11,5,0,26,26.2,11.9,0.0,61.9,3,8,5,0,0,9,0,8,1,0,0,0,39,0,93,20,7,2,0,64,22,8,2,0,69,1,0,1,0,0.57,0.43,0.21
"初中","数学","初二",412,15,168,0,992,0,104,145,1547,736,170,0,21,762,0,736,992,1,6,0,13,18,0.8,30.2,0,29.2,39.4,76.5,60.3,68.4,0,88.0,74.5,61.4,51.8,63.6,0,64.1,57.9,71.1,92.9,46.8,0,75.8,85.9,26.6,13.6,38.6,0,22.8,20.6,7,12,0,6,-4,14.3,57.1,0.0,28.6,-19.0,300,161,1146,3,73,2,6,0,420,156,14,0,402,42.3,15.7,1.4,0.0,40.5,27,9,10,0,8,33.3,37.0,0.0,29.6,1,8,5,1,4,14,0,10,3,1,0,0,12,0,70,28,1,7,1,33,40,1,10,1,47,0,0,0,0,0.35,0.65,0.25
"初中","数学","初四",271,40,196,0,2100,0,151,4,1800,274,466,0,53,84,0,274,2100,1,4,0,8,13,2.1,3.3,0,10.9,83.3,70.4,64.1,71.2,0,79.2,69.4,53.3,52.3,61.2,0,53.7,52.9,64.2,47.5,53.7,0,71.9,64.1,23.3,20.6,22.5,0,21.1,23.6,33,25,0,10,-15,28.3,47.2,0.0,18.9,-28.3,281,106,458,3,96,3,13,1,985,403,55,8,649,46.9,19.2,2.6,0.4,30.9,43,14,14,3,12,32.6,32.6,7.0,27.9,2,12,7,2,5,0,0,0,0,0,0,0,19,0,179,46,6,6,3,118,26,3,3,2,66,0,0,0,0,0.66,0.34,0.28
"初中","数学","初四",416,0,504,0,1740,0,65,8,1962,392,192,0,0,378,0,392,1740,0,9,0,8,16,0.0,15.0,0,15.6,69.0,69.8,0.0,59.2,0,85.2,68.7,52.5,0.0,51.2,0,54.1,52.4,65.0,0.0,57.4,0,71.8,65.1,26.6,0.0,42.0,0,28.1,22.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,262,148,468,3,98,8,31,1,958,176,9,7,590,55.1,10.1,0.5,0.4,33.9,22,4,9,2,7,18.2,40.9,9.1,31.8,1,3,4,4,1,0,0,0,0,0,0,0,10,0,67,11,1,4,0,51,16,2,6,0,76,0,0,1,0,0.57,0.43,0.33
"初中","数学","初二",223,0,108,0,1341,0,93,224,1671,583,119,0,0,588,0,583,1341,0,8,0,16,22,0.0,23.3,0,23.1,53.2,77.0,0.0,70.6,0,91.9,73.4,58.4,0.0,60.8,0,60.7,56.4,86.0,0.0,70.2,0,94.1,89.4,26.9,0.0,29.1,0,26.0,26.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,248,150,524,3,44,1,13,0,588,50,1,68,634,43.8,3.7,0.1,5.1,47.3,27,0,2,20,5,0.0,7.4,74.1,18.5,0,0,2,0,0,14,0,6,6,2,0,0,11,0,36,13,3,0,0,20,36,8,0,0,56,0,0,1,1,0.39,0.61,0.3
